CustomerID,Days_Since_Last_Purchase,Purchase_Frequency,Annual_Income,Average_Order_Value,Total_Items_Purchased,Total_Quantity,Average_Quantity_Per_Order,Days_Since_First_Purchase,Customer_Lifetime_Days,Purchase_Rate,Customer_Segment_Tenure,Age,Years_Customer,Spending_Score,Cluster,Cluster_Interpretation
12478.0,3,1,680.99,18.92,36,236,6.56,3,0,1.0,New (0-30d),23,0.1,50,0,Budget-conscious customers with moderate spending patterns
12479.0,10,1,527.2,17.01,31,385,12.42,10,0,1.0,New (0-30d),45,0.1,42,0,Budget-conscious customers with moderate spending patterns
12480.0,27,4,3281.63,21.31,154,1707,11.08,335,308,0.0129,Loyal (6-12m),45,0.8,88,2,Frequent buyers with consistent engagement
12481.0,22,10,5596.32,25.79,217,3304,15.23,365,343,0.0291,Loyal (6-12m),40,0.9,95,2,Frequent buyers with consistent engagement
12483.0,16,8,2484.98,33.13,75,1110,14.8,338,322,0.0248,Loyal (6-12m),43,0.9,84,2,Frequent buyers with consistent engagement
12484.0,32,6,4541.72,13.13,346,2191,6.33,335,303,0.0197,Loyal (6-12m),40,0.8,93,2,Frequent buyers with consistent engagement
12488.0,9,3,1298.66,23.61,55,529,9.62,75,66,0.0448,Recent (1-3m),56,0.2,69,0,Budget-conscious customers with moderate spending patterns
12489.0,335,1,334.93,22.33,15,105,7.0,335,0,1.0,Loyal (6-12m),36,0.1,28,0,Budget-conscious customers with moderate spending patterns
12490.0,4,10,5417.93,22.11,245,3064,12.51,329,325,0.0307,Loyal (6-12m),33,0.9,94,2,Frequent buyers with consistent engagement
12491.0,38,1,460.4,17.71,26,260,10.0,38,0,1.0,Recent (1-3m),27,0.1,38,0,Budget-conscious customers with moderate spending patterns
12492.0,62,2,263.21,13.16,20,192,9.6,104,42,0.0465,Regular (3-6m),28,0.1,21,0,Budget-conscious customers with moderate spending patterns
12493.0,165,2,433.74,19.72,22,207,9.41,196,31,0.0625,Loyal (6-12m),41,0.1,37,0,Budget-conscious customers with moderate spending patterns
12494.0,15,7,1246.1,16.18,77,707,9.18,365,350,0.0199,Loyal (6-12m),21,1.0,68,2,Frequent buyers with consistent engagement
12497.0,81,1,1043.1,74.51,14,1236,88.29,81,0,1.0,Recent (1-3m),45,0.1,63,0,Budget-conscious customers with moderate spending patterns
12498.0,20,3,403.7,17.55,23,159,6.91,57,37,0.0789,Recent (1-3m),33,0.1,34,0,Budget-conscious customers with moderate spending patterns
12500.0,22,11,4257.82,69.8,61,2678,43.9,333,311,0.0353,Loyal (6-12m),40,0.9,92,2,Frequent buyers with consistent engagement
12501.0,336,1,2169.39,14.56,149,1783,11.97,336,0,1.0,Loyal (6-12m),18,0.1,81,0,Budget-conscious customers with moderate spending patterns
12502.0,95,5,3723.87,25.33,147,820,5.58,309,214,0.0233,Loyal (6-12m),47,0.6,90,2,Frequent buyers with consistent engagement
12504.0,17,2,482.05,53.56,9,90,10.0,29,12,0.1538,New (0-30d),40,0.1,39,0,Budget-conscious customers with moderate spending patterns
12506.0,232,1,73.5,3.2,23,23,1.0,232,0,1.0,Loyal (6-12m),52,0.1,2,0,Budget-conscious customers with moderate spending patterns
12507.0,133,3,1304.81,62.13,21,894,42.57,298,165,0.0181,Loyal (6-12m),18,0.5,69,2,Frequent buyers with consistent engagement
12508.0,25,2,398.27,5.77,69,272,3.94,28,3,0.5,New (0-30d),38,0.1,34,0,Budget-conscious customers with moderate spending patterns
12509.0,283,1,176.5,25.21,7,55,7.86,283,0,1.0,Loyal (6-12m),30,0.1,12,0,Budget-conscious customers with moderate spending patterns
12510.0,142,2,982.57,29.77,33,353,10.7,324,182,0.0109,Loyal (6-12m),36,0.5,61,2,Frequent buyers with consistent engagement
12512.0,65,2,138.03,4.06,34,99,2.91,65,0,2.0,Recent (1-3m),41,0.1,8,0,Budget-conscious customers with moderate spending patterns
12513.0,112,1,612.29,17.49,35,462,13.2,112,0,1.0,Regular (3-6m),29,0.1,47,0,Budget-conscious customers with moderate spending patterns
12514.0,266,1,1017.68,19.95,51,440,8.63,266,0,1.0,Loyal (6-12m),35,0.1,62,0,Budget-conscious customers with moderate spending patterns
12515.0,352,1,383.7,23.98,16,131,8.19,352,0,1.0,Loyal (6-12m),57,0.1,33,0,Budget-conscious customers with moderate spending patterns
12516.0,77,2,1312.06,50.46,26,875,33.65,180,103,0.0192,Regular (3-6m),26,0.3,69,0,Budget-conscious customers with moderate spending patterns
12517.0,27,5,2502.84,8.81,284,1371,4.83,189,162,0.0307,Loyal (6-12m),41,0.4,84,2,Frequent buyers with consistent engagement
12518.0,0,5,2056.89,16.59,124,1318,10.63,109,109,0.0455,Regular (3-6m),37,0.3,80,2,Frequent buyers with consistent engagement
12519.0,63,1,340.84,18.94,18,183,10.17,63,0,1.0,Recent (1-3m),44,0.1,29,0,Budget-conscious customers with moderate spending patterns
12520.0,78,5,2634.26,17.33,152,1439,9.47,273,195,0.0255,Loyal (6-12m),51,0.5,85,2,Frequent buyers with consistent engagement
12521.0,142,1,599.68,15.78,38,309,8.13,142,0,1.0,Regular (3-6m),57,0.1,46,0,Budget-conscious customers with moderate spending patterns
12522.0,38,2,192.72,16.06,12,194,16.17,50,12,0.1538,Recent (1-3m),37,0.1,14,0,Budget-conscious customers with moderate spending patterns
12523.0,18,11,1789.77,16.88,106,865,8.16,331,313,0.035,Loyal (6-12m),51,0.9,77,2,Frequent buyers with consistent engagement
12524.0,8,8,4485.72,31.15,144,3699,25.69,333,325,0.0245,Loyal (6-12m),64,0.9,93,2,Frequent buyers with consistent engagement
12526.0,0,3,1316.66,18.54,71,632,8.9,93,93,0.0319,Regular (3-6m),55,0.3,69,0,Budget-conscious customers with moderate spending patterns
12527.0,81,3,348.71,19.37,18,234,13.0,325,244,0.0122,Loyal (6-12m),27,0.7,30,0,Budget-conscious customers with moderate spending patterns
12528.0,8,6,1933.48,21.02,92,756,8.22,312,304,0.0197,Loyal (6-12m),47,0.8,79,2,Frequent buyers with consistent engagement
12530.0,59,4,1662.28,25.19,66,913,13.83,336,277,0.0144,Loyal (6-12m),32,0.8,75,2,Frequent buyers with consistent engagement
12531.0,14,1,125.22,7.37,17,45,2.65,14,0,1.0,New (0-30d),38,0.1,7,0,Budget-conscious customers with moderate spending patterns
12532.0,29,1,349.83,21.86,16,153,9.56,29,0,1.0,New (0-30d),40,0.1,30,0,Budget-conscious customers with moderate spending patterns
12534.0,130,1,1089.18,17.29,63,651,10.33,130,0,1.0,Regular (3-6m),54,0.1,64,0,Budget-conscious customers with moderate spending patterns
12535.0,91,2,716.35,21.07,34,219,6.44,186,95,0.0208,Loyal (6-12m),31,0.3,52,0,Budget-conscious customers with moderate spending patterns
12536.0,42,3,12601.83,48.28,261,2803,10.74,58,16,0.1765,Recent (1-3m),35,0.1,98,2,Frequent buyers with consistent engagement
12538.0,28,1,363.95,17.33,21,191,9.1,28,0,1.0,New (0-30d),26,0.1,31,0,Budget-conscious customers with moderate spending patterns
12539.0,21,4,5568.35,20.4,273,2067,7.57,333,312,0.0128,Loyal (6-12m),45,0.9,95,2,Frequent buyers with consistent engagement
12540.0,19,17,13400.24,28.03,478,6685,13.99,361,342,0.0496,Loyal (6-12m),23,0.9,98,2,Frequent buyers with consistent engagement
12541.0,29,3,981.18,18.87,52,680,13.08,280,251,0.0119,Loyal (6-12m),37,0.7,61,2,Frequent buyers with consistent engagement
12544.0,35,1,372.7,19.62,19,136,7.16,35,0,1.0,Recent (1-3m),32,0.1,32,0,Budget-conscious customers with moderate spending patterns
12545.0,74,2,1000.39,20.01,50,523,10.46,259,185,0.0108,Loyal (6-12m),18,0.5,62,2,Frequent buyers with consistent engagement
12546.0,46,2,1161.5,16.83,69,633,9.17,77,31,0.0625,Recent (1-3m),30,0.1,66,0,Budget-conscious customers with moderate spending patterns
12547.0,197,2,207.8,25.98,8,134,16.75,280,83,0.0238,Loyal (6-12m),21,0.2,16,0,Budget-conscious customers with moderate spending patterns
12548.0,165,1,95.2,19.04,5,49,9.8,165,0,1.0,Regular (3-6m),49,0.1,3,0,Budget-conscious customers with moderate spending patterns
12550.0,78,1,964.83,16.93,57,569,9.98,78,0,1.0,Recent (1-3m),45,0.1,61,0,Budget-conscious customers with moderate spending patterns
12551.0,357,1,168.0,16.8,10,100,10.0,357,0,1.0,Loyal (6-12m),39,0.1,11,0,Budget-conscious customers with moderate spending patterns
12552.0,38,2,437.82,21.89,20,88,4.4,39,1,1.0,Recent (1-3m),39,0.1,37,0,Budget-conscious customers with moderate spending patterns
12553.0,7,10,3692.28,19.33,191,1965,10.29,329,322,0.031,Loyal (6-12m),44,0.9,90,2,Frequent buyers with consistent engagement
12556.0,49,2,603.71,4.99,121,358,2.96,150,101,0.0196,Regular (3-6m),49,0.3,46,0,Budget-conscious customers with moderate spending patterns
12557.0,15,5,11990.96,363.36,33,4384,132.85,371,356,0.014,VIP (1y+),30,1.0,98,2,Frequent buyers with consistent engagement
12558.0,7,1,269.96,24.54,11,196,17.82,7,0,1.0,New (0-30d),42,0.1,21,0,Budget-conscious customers with moderate spending patterns
12559.0,310,2,561.71,26.75,21,283,13.48,319,9,0.2,Loyal (6-12m),20,0.1,44,0,Budget-conscious customers with moderate spending patterns
12560.0,4,3,2134.01,20.32,105,1110,10.57,142,138,0.0216,Regular (3-6m),56,0.4,81,2,Frequent buyers with consistent engagement
12561.0,302,1,238.85,14.93,16,177,11.06,302,0,1.0,Loyal (6-12m),31,0.1,19,0,Budget-conscious customers with moderate spending patterns
12562.0,7,7,3781.74,22.51,168,1779,10.59,198,191,0.0365,Loyal (6-12m),47,0.5,91,2,Frequent buyers with consistent engagement
12564.0,260,1,456.9,21.76,21,133,6.33,260,0,1.0,Loyal (6-12m),62,0.1,38,0,Budget-conscious customers with moderate spending patterns
12565.0,288,1,145.92,16.21,9,80,8.89,288,0,1.0,Loyal (6-12m),31,0.1,9,0,Budget-conscious customers with moderate spending patterns
12566.0,85,1,351.65,18.51,19,265,13.95,85,0,1.0,Recent (1-3m),45,0.1,30,0,Budget-conscious customers with moderate spending patterns
12567.0,22,10,9401.28,21.08,446,4305,9.65,369,347,0.0287,VIP (1y+),18,1.0,97,2,Frequent buyers with consistent engagement
12569.0,1,32,4124.69,21.94,188,1801,9.58,251,250,0.1275,Loyal (6-12m),33,0.7,92,2,Frequent buyers with consistent engagement
12571.0,39,2,519.61,15.28,34,523,15.38,121,82,0.0241,Regular (3-6m),31,0.2,42,0,Budget-conscious customers with moderate spending patterns
12572.0,8,2,1020.42,17.01,60,452,7.53,51,43,0.0455,Recent (1-3m),34,0.1,62,0,Budget-conscious customers with moderate spending patterns
12573.0,226,1,160.54,5.73,28,84,3.0,226,0,1.0,Loyal (6-12m),44,0.1,10,0,Budget-conscious customers with moderate spending patterns
12574.0,315,1,218.45,19.86,11,61,5.55,315,0,1.0,Loyal (6-12m),36,0.1,17,0,Budget-conscious customers with moderate spending patterns
12576.0,35,5,1315.83,14.95,88,967,10.99,304,269,0.0185,Loyal (6-12m),38,0.7,69,2,Frequent buyers with consistent engagement
12577.0,34,3,657.8,4.47,147,472,3.21,358,324,0.0092,Loyal (6-12m),54,0.9,49,2,Frequent buyers with consistent engagement
12578.0,20,2,2794.51,24.51,114,1196,10.49,329,309,0.0065,Loyal (6-12m),47,0.8,86,2,Frequent buyers with consistent engagement
12579.0,77,1,440.42,15.19,29,285,9.83,77,0,1.0,Recent (1-3m),39,0.1,37,0,Budget-conscious customers with moderate spending patterns
12580.0,246,1,415.7,17.32,24,238,9.92,246,0,1.0,Loyal (6-12m),18,0.1,35,0,Budget-conscious customers with moderate spending patterns
12581.0,39,1,197.71,13.18,15,161,10.73,39,0,1.0,Recent (1-3m),21,0.1,15,0,Budget-conscious customers with moderate spending patterns
12582.0,238,2,511.36,23.24,22,300,13.64,288,50,0.0392,Loyal (6-12m),47,0.1,41,0,Budget-conscious customers with moderate spending patterns
12583.0,2,15,7281.38,29.48,247,5060,20.49,373,371,0.0403,VIP (1y+),18,1.0,96,2,Frequent buyers with consistent engagement
12584.0,3,9,2338.15,24.36,96,416,4.33,279,276,0.0325,Loyal (6-12m),37,0.8,83,2,Frequent buyers with consistent engagement
12585.0,233,2,2040.1,23.45,87,1279,14.7,350,117,0.0169,Loyal (6-12m),38,0.3,80,2,Frequent buyers with consistent engagement
12586.0,16,1,196.94,17.9,11,79,7.18,16,0,1.0,New (0-30d),31,0.1,15,0,Budget-conscious customers with moderate spending patterns
